Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill,Predicted_ElectricityBill
11,23,1,21,1,0,15.48,63.76,432,8.5,3672.0,27015270.0
8,18,0,17,1,0,15.36,64.16,294,8.8,2587.2,19324458.0
7,17,3,6,1,0,15.35,64.19,254,7.6,1930.4,13625492.0
9,18,2,12,1,0,15.41,64.1,460,7.9,3634.0,26924628.0
10,22,3,10,1,0,15.36,65.23,597,8.7,5193.9,35841900.0
7,19,3,8,7,0,15.44,64.86,548,7.4,4055.2,30226188.0
6,22,1,7,1,0,15.48,64.1,411,8.4,3452.4,25504776.0
12,22,2,6,1,0,15.45,64.86,523,8.5,4445.5,32903524.0
5,21,3,17,1,0,15.44,64.93,438,8.8,3854.4,28553110.0
8,18,3,8,1,0,15.34,65.3,331,7.6,2515.6,18487020.0
17,22,3,4,1,0,15.3,65.83,372,9.1,3385.2,25312280.0
23,22,2,4,1,0,15.34,66.4,478,8.5,4063.0,29945686.0
13,22,3,12,1,0,15.34,66.83,607,8.9,5402.3,35841900.0
9,19,0,19,1,0,15.23,67.66,323,8.8,2842.4,21274766.0
5,19,2,4,1,0,15.18,67.73,236,7.6,1793.6,12663214.0
11,23,0,3,1,0,15.09,67.66,284,8.2,2328.8,16943476.0
12,22,0,13,1,0,14.96,66.19,484,7.8,3775.2,27733446.0
11,22,0,22,1,0,14.94,64.99,641,7.8,4999.8,35841900.0
7,19,2,13,1,0,14.89,65.45,424,8.3,3519.2,26076210.0
16,22,2,8,1,0,14.85,65.55,361,7.7,2779.7,20523286.0
7,23,2,14,1,0,14.78,65.82,546,9.3,5077.8,35841900.0
10,20,3,17,1,0,14.68,67.22,524,8.9,4663.6,34708316.0
11,23,0,21,1,0,14.51,68.26,629,8.2,5157.8,35841900.0
23,22,0,19,1,0,14.32,69.56,664,7.4,4913.6,35841900.0
9,21,3,5,1,0,14.14,70.9,384,9.2,3532.8,26486510.0
15,23,3,15,12,0,13.98,72.1,587,7.7,4519.9,33592508.0
13,22,0,9,1,0,13.86,73.0,363,7.6,2758.8,20273050.0
23,22,2,8,1,0,13.45,73.7,396,8.3,3286.8,24284248.0
11,23,2,18,1,0,12.2,77.3,421,8.5,3578.5,26443714.0
9,18,2,14,7,0,11.85,78.2,477,9.3,4436.1,33250066.0
12,22,3,12,1,0,11.53,79.0,432,8.9,3844.8,28521974.0
15,23,0,12,1,0,11.25,80.0,529,8.8,4655.2,34667340.0
18,22,3,15,1,0,11.12,80.5,600,8.5,5100.0,35841900.0
12,22,3,13,1,0,10.92,81.2,494,9.1,4495.4,33416830.0
23,22,1,18,1,0,10.93,81.3,454,8.3,3768.2,27627166.0
10,20,1,12,1,0,10.69,81.5,492,8.2,4034.4,29734092.0
14,22,3,6,1,0,10.39,81.5,456,8.9,4058.4,30080656.0
23,23,3,22,1,0,10.17,83.1,655,7.4,4847.0,35841900.0
6,22,0,5,1,0,10.03,82.9,228,9.2,2097.6,15510744.0
23,22,1,8,1,0,9.61,83.9,474,9.3,4408.2,32965846.0
18,23,2,13,1,0,9.71,84.2,661,8.7,5750.7,35841900.0
23,23,3,11,1,0,9.62,83.4,611,7.7,4704.7,35057420.0
10,23,2,22,1,0,9.49,83.5,631,7.9,4984.9,35841900.0
5,20,1,18,1,0,9.33,83.7,532,7.4,3936.8,29167516.0
16,23,0,13,1,0,9.23,83.9,523,7.6,3974.8,29270928.0
22,23,0,22,1,0,9.14,84.0,741,8.7,6446.7,35841900.0
17,22,3,6,1,0,9.11,83.8,553,8.1,4479.3,33123156.0
13,23,3,20,1,0,9.07,83.8,638,7.7,4912.6,35841900.0
8,17,2,16,1,0,9.0,83.9,520,7.8,4056.0,29998230.0
21,22,0,22,1,0,9.05,84.0,539,7.9,4258.1,31379522.0
7,21,3,15,1,0,8.98,83.6,558,8.9,4966.2,35841900.0
6,21,1,22,7,0,8.81,83.9,598,8.2,4903.6,35841900.0
17,22,2,14,1,0,8.72,84.0,685,8.2,5617.0,35841900.0
19,22,0,13,12,0,8.51,84.3,456,7.4,3374.4,25065570.0
8,22,0,17,1,0,8.52,85.0,589,8.1,4770.9,35475412.0
13,22,0,9,1,0,8.6,84.4,469,9.2,4314.8,32160698.0
8,22,1,11,1,0,8.49,84.5,509,8.4,4275.6,31584810.0
21,23,3,22,1,0,8.33,84.7,590,7.7,4543.0,33629100.0
22,22,2,21,1,0,8.5,84.7,646,9.3,6007.8,35841900.0
17,22,3,11,1,0,8.52,83.7,535,8.4,4494.0,33221600.0
17,23,2,13,1,0,8.63,83.5,500,8.1,4050.0,29776202.0
6,18,1,22,1,0,8.69,82.8,419,8.7,3645.3,26995646.0
7,20,1,10,1,0,8.77,82.3,490,8.1,3969.0,29311528.0
13,22,2,15,1,0,8.36,82.0,627,9.2,5768.4,35841900.0
16,22,2,16,1,0,8.17,82.7,465,7.7,3580.5,26414938.0
19,22,3,6,12,0,8.13,82.4,501,7.4,3707.4,27650354.0
6,21,2,3,1,0,8.14,82.3,487,7.9,3847.3,28486534.0
23,22,3,11,1,0,8.15,82.2,503,8.4,4225.2,31215186.0
10,20,3,11,1,0,8.33,82.2,478,7.4,3537.2,26306316.0
18,22,0,6,1,0,8.36,81.4,328,7.4,2427.2,17480386.0
20,23,2,22,1,0,8.23,80.7,528,7.6,4012.8,29512752.0
19,23,2,21,1,0,8.13,81.2,660,8.3,5478.0,35841900.0
12,23,0,15,1,0,8.04,81.2,475,8.8,4180.0,30914376.0
14,22,0,11,1,0,7.87,81.8,490,8.4,4116.0,30365988.0
15,22,0,18,1,0,7.91,81.8,400,8.4,3360.0,24741138.0
17,23,1,21,12,0,7.9,81.8,722,8.3,5992.6,35841900.0
11,23,0,22,1,0,7.88,81.6,440,8.2,3608.0,26533012.0
10,22,2,16,1,0,7.89,81.2,613,9.3,5700.9,35841900.0
17,23,0,17,1,0,7.94,81.2,493,7.8,3845.4,28243720.0
19,22,2,9,1,0,7.84,80.5,666,8.5,5661.0,35841900.0
13,23,2,12,1,0,7.59,80.4,525,8.3,4357.5,32151280.0
10,21,0,5,1,0,7.44,81.1,280,7.4,2072.0,14556378.0
15,22,2,6,1,0,7.59,81.0,543,9.3,5049.9,35841900.0
22,22,0,21,1,0,7.46,81.3,704,7.9,5561.6,35841900.0
11,23,2,3,1,0,6.9910000000000005,82.5,513,7.8,4001.4,29534210.0
5,20,2,19,7,0,6.683,83.5,658,7.9,5198.2,35841900.0
13,22,3,10,1,0,6.447,84.1,552,8.9,4912.8,35841900.0
6,21,2,3,7,0,6.091,84.9,398,7.9,3144.2,23487802.0
22,22,1,16,1,0,5.88,85.9,532,8.8,4681.6,34928090.0
18,22,2,6,12,0,6.002999999999999,86.3,557,8.9,4957.3,35841900.0
9,19,3,17,1,0,5.904,86.7,476,7.6,3617.6,26857734.0
8,20,3,16,1,0,6.042000000000001,86.7,634,8.1,5135.4,35841900.0
22,23,3,19,1,0,5.976,86.8,733,7.9,5790.7,35841900.0
18,22,1,21,1,0,5.965,86.9,552,8.3,4581.6,33941800.0
22,22,1,10,12,0,6.025,87.1,697,8.2,5715.4,35841900.0
5,18,2,12,1,0,5.946000000000001,86.9,384,7.6,2918.4,21678228.0
16,23,2,15,1,0,5.795,86.9,684,8.4,5745.6,35841900.0
13,23,0,16,1,0,5.4879999999999995,87.1,567,8.8,4989.6,35841900.0
20,23,3,4,12,0,5.352,87.1,585,7.9,4621.5,34454900.0
6,17,2,13,7,0,5.0760000000000005,87.7,539,7.6,4096.4,30509048.0
12,22,0,16,1,0,5.291,88.3,563,9.3,5235.9,35841900.0
23,22,1,12,1,0,5.364,87.7,582,7.6,4423.2,32840006.0
14,23,1,17,12,0,5.393,87.8,553,8.5,4700.5,35119652.0
20,22,2,4,1,0,5.524,87.7,508,8.1,4114.8,30385000.0
5,20,3,11,1,0,5.5760000000000005,87.4,547,8.1,4430.7,32789554.0
9,19,2,21,1,0,5.421,86.9,452,9.1,4113.2,30587034.0
6,23,2,18,1,0,5.336,86.7,534,8.2,4378.8,32288734.0
19,22,0,22,1,0,5.138999999999999,86.9,480,8.3,3984.0,29270872.0
7,23,0,16,1,0,5.01,87.2,590,9.1,5369.0,35841900.0
18,23,1,10,1,0,5.099,87.4,495,9.1,4504.5,33597030.0
9,23,0,11,1,0,4.917,87.5,557,7.9,4400.3,32582630.0
15,22,2,12,1,0,4.779,87.7,483,8.7,4202.1,31137012.0
23,22,3,14,1,0,4.873,87.8,697,9.3,6482.1,35841900.0
10,22,3,9,1,0,4.872,87.2,486,8.9,4325.4,32085440.0
10,17,0,18,7,0,5.0089999999999995,86.9,561,8.4,4712.4,35193690.0
23,22,3,9,1,0,5.065,86.6,672,8.5,5712.0,35841900.0
10,23,2,9,1,0,5.218,86.3,501,7.9,3957.9,29209024.0
6,20,3,20,1,0,5.54,85.9,521,8.1,4220.1,31191792.0
10,18,0,5,1,0,5.7379999999999995,84.7,227,7.9,1793.3,12234056.0
9,21,1,9,1,0,6.0,84.1,474,9.3,4408.2,33000482.0
9,17,1,15,1,0,6.271,83.0,319,8.5,2711.5,20210772.0
17,23,0,8,1,0,6.593,81.6,531,7.6,4035.6,29751588.0
13,23,2,17,1,0,6.933,81.2,532,8.2,4362.4,32153932.0
8,20,3,22,1,0,7.22,81.2,715,7.6,5434.0,35841900.0
17,23,1,14,1,0,7.54,81.0,567,8.2,4649.4,34528628.0
21,23,0,20,1,0,8.01,79.8,487,8.8,4285.6,31662494.0
7,18,2,21,1,0,8.57,79.0,350,8.9,3115.0,23365070.0
17,22,2,7,1,0,9.04,78.5,439,8.1,3555.9,26276962.0
23,22,3,14,1,0,9.6,77.3,567,8.8,4989.6,35841900.0
12,23,2,19,12,0,10.14,75.6,549,8.4,4611.6,34297188.0
17,22,2,7,1,0,10.8,73.5,525,8.7,4567.5,33906904.0
9,20,1,18,1,0,11.47,70.1,452,7.4,3344.8,24733204.0
20,23,0,6,1,0,12.0,67.75,564,8.9,5019.6,35841900.0
18,23,2,12,12,0,12.6,66.24,532,7.6,4043.2,30018940.0
9,18,3,13,1,0,13.19,65.44,341,8.9,3034.9,22852346.0
5,20,3,7,1,0,13.66,65.01,294,8.9,2616.6,19801004.0
9,17,0,16,1,0,13.92,63.81,398,7.7,3064.6,22628540.0
10,22,1,14,7,0,14.41,63.77,589,8.9,5242.1,35841900.0
16,22,2,7,1,0,14.86,61.6,482,8.4,4048.8,29830918.0
14,23,0,17,1,0,15.34,60.2,580,9.3,5394.0,35841900.0
18,22,2,22,1,0,16.13,58.43,715,8.9,6363.5,35841900.0
12,23,0,7,1,0,16.38,55.89,298,8.4,2503.2,18471408.0
11,22,3,20,1,0,17.05,55.46,541,8.3,4490.3,33122736.0
17,23,3,17,1,0,17.65,53.72,648,8.9,5767.2,35841900.0
9,22,0,8,1,0,17.55,50.78,493,7.9,3894.7,28675842.0
19,23,0,19,1,0,17.43,50.65,614,7.7,4727.8,35328104.0
14,23,0,15,1,0,17.4,53.26,417,8.9,3711.3,27332694.0
7,20,1,5,1,0,17.42,53.72,356,8.2,2919.2,21636344.0
14,22,1,5,1,0,17.49,56.59,451,8.8,3968.8,29313462.0
22,22,3,22,1,0,17.33,57.36,762,8.9,6781.8,35841900.0
7,22,2,10,1,0,17.23,59.17,361,7.9,2851.9,21137940.0
18,22,0,17,1,0,17.4,59.07,411,8.1,3329.1,24432116.0
22,23,1,14,1,0,17.38,59.6,631,8.7,5489.7,35841900.0
9,17,2,5,1,0,17.24,60.4,389,8.3,3228.7,23977862.0
8,19,3,22,1,0,17.07,61.2,607,8.7,5280.9,35841900.0
21,22,2,12,1,0,17.09,61.8,700,8.9,6230.0,35841900.0
9,18,2,10,7,0,17.3,61.47,444,8.4,3729.6,27707478.0
7,23,2,21,7,0,17.26,61.17,681,8.7,5924.7,35841900.0
9,23,0,9,1,0,17.36,61.04,525,8.4,4410.0,32603240.0
12,23,0,8,1,0,17.6,60.67,517,7.4,3825.8,28248760.0
8,17,0,4,1,0,17.57,59.83,306,8.7,2662.2,19743700.0
21,23,2,14,12,0,17.57,60.33,838,8.1,6787.8,35841900.0
5,17,2,7,7,0,17.24,61.83,456,7.8,3556.8,26594600.0
22,23,2,6,1,0,16.89,63.5,448,8.2,3673.6,27032392.0
5,23,1,10,1,0,16.35,66.23,389,8.4,3267.6,24173910.0
18,23,1,18,1,0,15.84,67.87,495,8.4,4158.0,30563084.0
21,23,1,11,1,0,15.44,69.54,619,9.1,5632.9,35841900.0
11,23,1,20,1,0,14.98,71.1,600,7.6,4560.0,33860616.0
15,23,1,15,1,0,14.57,72.3,589,8.7,5124.3,35841900.0
18,23,3,17,12,0,14.13,73.2,812,8.3,6739.6,35841900.0
20,23,2,18,1,0,13.22,75.6,544,8.9,4841.6,35837380.0
5,21,0,20,1,0,12.87,76.7,464,7.8,3619.2,26681614.0
21,23,2,16,1,0,12.43,77.4,497,8.7,4323.9,31880934.0
16,22,0,4,1,0,12.21,77.6,388,8.1,3142.8,23129108.0
18,22,3,12,1,0,12.06,78.1,431,8.5,3663.5,27078002.0
6,20,2,19,7,0,12.26,79.8,587,8.2,4813.4,35762240.0
23,23,2,4,12,0,13.39,79.2,639,8.2,5239.8,35841900.0
18,23,0,11,1,0,13.83,71.8,611,8.2,5010.2,35841900.0
22,22,3,18,12,0,13.83,67.63,789,7.8,6154.2,35841900.0
15,23,1,20,12,0,13.8,66.7,493,7.8,3845.4,28499524.0
13,23,2,10,1,0,13.72,66.66,508,7.9,4013.2,29537622.0
18,22,1,16,1,0,13.55,67.73,524,8.8,4611.2,34299656.0
16,23,3,20,1,0,13.44,68.2,533,8.9,4743.7,35296620.0
13,22,2,13,1,0,13.32,68.83,451,9.3,4194.3,31273596.0
22,23,0,14,12,0,13.1,69.16,579,7.8,4516.2,33647676.0
8,19,3,19,1,0,12.82,69.5,431,8.3,3577.3,26539186.0
11,23,3,4,1,0,12.49,70.5,443,9.2,4075.6,30343458.0
7,23,2,15,1,0,12.28,70.8,593,8.5,5040.5,35841900.0
20,23,3,13,12,0,12.09,71.3,734,8.1,5945.4,35841900.0
16,23,2,16,1,0,11.9,71.1,685,8.5,5822.5,35841900.0
9,22,2,16,7,0,11.36,72.2,493,8.9,4387.7,32612820.0
17,23,2,18,1,0,10.96,73.9,703,7.8,5483.4,35841900.0
20,23,2,6,1,0,10.58,75.5,650,8.2,5330.0,35841900.0
17,22,3,8,12,0,10.44,76.3,641,9.1,5833.1,35841900.0
22,22,2,18,1,0,10.59,76.3,735,8.1,5953.5,35841900.0
23,22,2,14,1,0,10.66,75.7,470,8.9,4183.0,30990596.0
21,23,3,12,1,0,10.57,75.9,511,7.4,3781.4,27877932.0
11,23,0,15,1,0,10.4,76.1,352,7.4,2604.8,19059504.0
21,22,3,18,1,0,10.27,75.9,512,9.3,4761.6,35636200.0
18,22,3,18,1,0,9.89,77.6,677,7.4,5009.8,35841900.0
7,18,3,18,7,0,9.64,77.9,663,8.5,5635.5,35841900.0
14,22,3,22,1,0,9.64,77.7,733,7.8,5717.4,35841900.0
14,23,1,16,1,0,9.46,78.0,599,8.8,5271.2,35841900.0
5,17,0,10,1,0,9.0,79.7,302,8.9,2687.8,20108654.0
20,22,0,15,1,0,8.81,80.4,441,9.2,4057.2,30098750.0
14,23,2,5,1,0,9.04,80.1,367,8.7,3192.9,23778292.0
22,23,3,3,12,0,9.21,78.5,739,7.4,5468.6,35841900.0
20,23,1,6,1,0,9.03,77.4,422,8.5,3587.0,26496716.0
6,23,2,18,1,0,8.9,77.8,365,8.5,3102.5,23098922.0
10,20,0,20,1,0,8.39,80.1,617,9.3,5738.1,35841900.0
13,22,3,8,1,0,8.45,80.1,569,8.5,4836.5,35793696.0
6,18,3,12,7,0,8.54,78.6,452,7.8,3525.6,26359554.0
16,23,2,7,1,0,8.26,79.9,373,8.5,3170.5,23547350.0
13,22,0,10,12,0,8.04,80.4,547,7.7,4211.9,31356378.0
8,20,3,5,1,0,7.85,81.7,487,8.3,4042.1,29892596.0
8,21,0,17,7,0,7.78,81.5,382,8.8,3361.6,25078618.0
13,22,2,21,1,0,7.76,80.9,546,8.4,4586.4,33945350.0
14,22,3,18,12,0,7.72,81.3,712,8.4,5980.8,35841900.0
16,22,0,21,12,0,7.9,80.9,589,8.7,5124.3,35841900.0
12,22,1,4,1,0,7.87,80.0,308,7.6,2340.8,16899198.0
5,20,3,13,1,0,7.73,80.4,488,7.6,3708.8,27503540.0
9,22,2,3,1,0,7.53,81.3,334,8.7,2905.8,21780226.0
11,23,1,6,1,0,7.52,81.0,572,9.2,5262.4,35841900.0
5,23,1,19,1,0,7.53,80.7,522,8.4,4384.8,32367746.0
7,20,2,20,1,0,7.68,79.2,456,7.8,3556.8,26320100.0
22,23,2,14,1,0,7.57,78.1,709,7.7,5459.3,35841900.0
22,23,2,20,1,0,7.44,77.0,677,9.1,6160.7,35841900.0
12,22,1,4,1,0,7.27,77.4,518,8.8,4558.4,33900410.0
22,23,1,13,1,0,7.16,78.4,487,9.3,4529.1,33907030.0
11,23,2,19,12,0,6.985,79.5,819,9.1,7452.9,35841900.0
14,23,1,7,1,0,6.902,79.6,545,7.6,4142.0,30627628.0
22,23,1,13,1,0,6.898,79.4,691,8.4,5804.4,35841900.0
7,21,1,10,1,0,6.982,77.8,477,8.1,3863.7,28530730.0
16,22,0,14,12,0,6.997999999999999,77.3,603,8.9,5366.7,35841900.0
23,23,3,16,1,0,7.31,76.7,589,8.3,4888.7,35841900.0
17,22,1,3,12,0,7.36,75.1,470,8.4,3948.0,29392290.0
14,23,3,5,1,0,7.03,76.0,563,7.8,4391.4,32490456.0
7,17,3,4,1,0,6.8,78.0,341,8.8,3000.8,22570980.0
10,20,3,21,7,0,6.922000000000001,76.7,634,8.7,5515.8,35841900.0
7,18,1,15,1,0,6.922999999999999,72.5,499,9.3,4640.7,34864790.0
10,22,3,8,1,0,7.05,71.9,352,8.8,3097.6,23241578.0
23,23,3,14,1,0,7.02,72.9,686,8.1,5556.6,35841900.0
6,20,1,15,1,0,7.1,73.4,306,8.4,2570.4,19096094.0
22,23,2,3,1,0,6.894,73.7,618,7.7,4758.6,35461936.0
22,23,2,20,1,0,6.438,79.3,673,8.2,5518.6,35841900.0
10,18,0,17,7,0,5.973,80.6,397,8.8,3493.6,26064458.0
15,23,2,21,1,0,5.9670000000000005,79.9,591,8.2,4846.2,35832584.0
8,22,1,17,1,0,6.343999999999999,77.0,371,7.9,2930.9,21700514.0
17,22,3,3,1,0,6.165,78.9,455,8.7,3958.5,29345444.0
13,22,1,13,1,0,5.944,81.2,477,8.1,3863.7,28470832.0
6,21,3,16,1,0,5.915,81.8,653,7.9,5158.7,35841900.0
5,19,2,18,7,0,5.852,81.7,505,8.2,4141.0,30718522.0
16,23,2,9,1,0,6.053999999999999,81.1,640,8.7,5568.0,35841900.0
19,23,2,7,12,0,5.695,82.1,674,8.9,5998.6,35841900.0
5,22,2,15,1,0,5.731,83.2,481,8.4,4040.4,29798700.0
16,22,0,3,1,0,5.814,83.1,363,7.7,2795.1,20536812.0
9,19,1,4,7,0,5.33,81.5,369,7.7,2841.3,21160110.0
10,22,0,20,1,0,5.577999999999999,78.6,410,9.1,3731.0,27618134.0
5,17,0,21,7,0,6.087000000000001,75.2,503,8.1,4074.3,30228470.0
14,22,1,10,12,0,6.135,74.6,693,7.7,5336.1,35841900.0
10,18,0,7,1,0,5.959,75.5,274,9.1,2493.4,18694962.0
10,23,0,5,1,0,6.5489999999999995,73.7,213,9.3,1980.9,14677198.0
10,17,1,6,1,0,6.843999999999999,71.2,404,8.1,3272.4,24258082.0
10,23,1,11,1,0,7.12,69.32,532,8.2,4362.4,32246494.0
15,23,0,4,1,0,7.5,66.81,382,8.8,3361.6,24856930.0
22,22,2,18,1,0,8.16,65.28,726,9.2,6679.2,35841900.0
22,23,2,13,1,0,8.7,62.64,727,8.7,6324.9,35841900.0
22,23,2,13,12,0,8.82,65.24,788,9.3,7328.4,35841900.0
23,22,0,6,12,0,9.13,64.67,589,8.7,5124.3,35841900.0
6,22,3,8,1,0,9.73,63.47,457,7.9,3610.3,26801486.0
16,22,3,12,1,0,10.31,63.71,610,8.2,5002.0,35841900.0
13,23,1,17,1,0,10.92,62.44,412,9.3,3831.6,28489896.0
23,23,3,18,1,0,11.58,59.17,608,9.3,5654.4,35841900.0
12,22,2,11,1,0,12.02,59.0,465,7.7,3580.5,26496850.0
9,20,2,5,1,0,12.61,60.1,344,8.7,2992.8,22383856.0
15,22,1,9,1,0,13.33,61.37,415,8.5,3527.5,26048530.0
5,22,3,13,1,0,14.15,62.6,546,9.1,4968.6,35841900.0
15,22,2,7,1,0,14.53,61.74,477,8.5,4054.5,29895156.0
19,23,0,15,12,0,14.93,59.53,642,7.8,5007.6,35841900.0
16,23,2,21,1,0,15.46,57.7,517,9.3,4808.1,35820860.0
19,22,2,3,1,0,15.9,57.5,489,8.2,4009.8,29539920.0
16,23,1,19,1,0,16.26,57.93,635,8.5,5397.5,35841900.0
22,23,2,8,1,0,16.33,59.37,517,7.9,4084.3,30043254.0
17,22,0,20,1,0,16.5,59.2,489,8.5,4156.5,30585038.0
16,22,2,11,1,0,16.7,59.2,625,9.2,5750.0,35841900.0
13,22,0,13,12,0,17.01,57.9,505,8.7,4393.5,32706234.0
10,17,1,20,7,0,17.14,57.23,404,7.7,3110.8,23142518.0
8,22,1,8,1,0,17.25,57.33,344,7.6,2614.4,19205458.0
20,22,1,14,1,0,17.3,57.3,645,7.4,4773.0,35748160.0
12,23,0,17,1,0,17.55,56.83,419,8.2,3435.8,25213666.0
9,23,3,12,1,0,17.64,55.89,536,8.8,4716.8,35059730.0
19,23,0,20,12,0,17.75,56.13,606,7.6,4605.6,34489370.0
9,22,2,16,1,0,17.9,55.43,586,7.7,4512.2,33448754.0
9,21,0,9,7,0,18.06,54.26,498,8.1,4033.8,29809926.0
21,22,0,8,12,0,18.2,53.29,596,7.8,4648.8,34795740.0
20,22,1,19,1,0,18.09,53.86,668,8.1,5410.8,35841900.0
20,23,2,20,12,0,18.4,53.52,884,8.8,7779.2,35841900.0
14,22,0,5,1,0,18.22,52.65,310,7.8,2418.0,17529130.0
16,22,1,21,12,0,18.34,52.42,816,8.9,7262.4,35841900.0
11,23,2,15,1,0,17.96,50.78,668,8.7,5811.6,35841900.0
23,23,2,4,12,0,17.33,51.38,677,7.9,5348.3,35841900.0
9,17,1,18,1,0,17.06,52.25,518,8.2,4247.6,31439488.0
8,21,3,11,1,0,17.09,52.32,391,9.3,3636.3,27188366.0
23,22,1,11,12,0,16.9,52.22,502,8.1,4066.2,30139724.0
8,20,2,13,1,0,16.85,52.78,364,7.9,2875.6,21325018.0
9,19,0,9,1,0,16.58,54.96,486,8.7,4228.2,31378046.0
16,22,3,10,1,0,16.29,56.19,580,8.5,4930.0,35841900.0
21,22,2,19,1,0,16.07,57.29,702,8.5,5967.0,35841900.0
23,23,3,9,1,0,15.9,58.32,537,8.4,4510.8,33338270.0
16,23,2,5,1,0,15.71,58.66,386,8.9,3435.4,25511734.0
10,23,2,3,1,0,15.62,59.16,474,7.8,3697.2,27297650.0
11,22,0,12,1,0,15.15,61.53,479,8.5,4071.5,29972020.0
20,23,3,4,1,0,14.47,62.46,523,9.3,4863.9,35841900.0
19,23,0,6,1,0,14.21,63.53,483,9.1,4395.3,32743976.0
14,22,0,4,1,0,13.91,64.66,273,9.3,2538.9,19280764.0
7,19,0,21,1,0,13.8,65.03,398,9.1,3621.8,26861962.0
7,17,1,13,1,0,13.44,65.56,286,9.2,2631.2,19945480.0
20,23,2,11,12,0,13.19,66.46,710,8.2,5822.0,35841900.0
20,22,2,18,1,0,12.81,67.96,602,9.2,5538.4,35841900.0
13,23,0,6,12,0,12.47,70.1,612,8.9,5446.8,35841900.0
9,18,1,14,1,0,12.51,70.4,447,8.1,3620.7,26791768.0
20,22,1,5,12,0,12.14,71.4,560,9.3,5208.0,35841900.0
21,23,0,22,1,0,11.95,72.4,534,7.7,4111.8,30219172.0
13,23,2,13,1,0,11.86,72.8,553,8.7,4811.1,35725828.0
16,23,1,12,1,0,11.51,73.6,466,9.3,4333.8,32308832.0
19,22,2,6,1,0,11.26,74.2,496,8.4,4166.4,30761608.0
10,23,3,14,1,0,10.98,76.2,494,8.9,4396.6,32548018.0
18,23,3,16,1,0,10.91,76.8,714,8.5,6069.0,35841900.0
5,18,3,3,1,0,10.68,78.5,309,7.7,2379.3,17364202.0
8,19,1,10,1,0,10.85,78.6,445,9.2,4094.0,30498390.0
20,22,1,22,12,0,11.0,79.7,690,8.7,6003.0,35841900.0
8,17,3,9,1,0,11.53,81.7,350,7.8,2730.0,20262798.0
11,22,3,6,12,0,12.17,80.6,561,9.3,5217.3,35841900.0
18,23,0,12,1,0,11.85,78.9,480,9.3,4464.0,33361244.0
11,23,2,21,1,0,11.28,79.9,669,8.4,5619.6,35841900.0
6,22,0,11,1,0,10.58,81.6,434,7.8,3385.2,24944062.0
20,23,2,11,12,0,10.47,83.1,721,8.8,6344.8,35841900.0
19,23,2,22,1,0,10.84,82.7,577,8.5,4904.5,35841900.0
19,22,2,22,12,0,10.79,80.7,732,7.7,5636.4,35841900.0
22,22,3,14,1,0,10.43,81.7,666,8.2,5461.2,35841900.0
15,22,1,10,12,0,10.08,82.9,562,7.9,4439.8,33015634.0
18,22,1,18,1,0,10.0,82.7,609,7.8,4750.2,35414276.0
11,22,3,9,12,0,9.81,83.2,676,8.3,5610.8,35841900.0
6,20,0,9,1,0,9.75,83.4,311,8.3,2581.3,19050948.0
21,23,3,8,1,0,9.46,83.6,467,7.9,3689.3,27185698.0
7,23,2,9,1,0,9.09,84.6,481,8.1,3896.1,28726036.0
11,22,3,3,1,0,9.11,84.8,409,8.8,3599.2,26818652.0
17,23,2,14,12,0,8.96,84.9,587,7.4,4343.8,32363686.0
20,23,2,6,1,0,8.91,85.6,451,8.3,3743.3,27564358.0
9,20,2,9,1,0,8.85,85.5,281,8.8,2472.8,18535654.0
8,21,0,9,1,0,8.86,85.6,317,7.7,2440.9,17714410.0
17,23,0,22,1,0,8.88,85.7,472,9.2,4342.4,32254662.0
9,18,3,16,1,0,8.78,85.5,551,9.2,5069.2,35841900.0
23,23,3,7,1,0,8.7,85.5,500,7.7,3850.0,28395884.0
15,22,0,18,1,0,8.57,85.8,439,8.5,3731.5,27415132.0
12,23,3,19,1,0,8.52,86.1,699,7.8,5452.2,35841900.0
21,22,3,12,1,0,8.39,86.7,623,8.4,5233.2,35841900.0
9,23,1,22,1,0,8.41,86.8,490,8.8,4312.0,31823144.0
8,21,0,13,1,0,8.46,87.0,495,7.4,3663.0,27093960.0
5,23,0,17,1,0,8.31,86.6,599,8.3,4971.7,35841900.0
9,22,0,21,1,0,8.13,86.7,418,8.7,3636.6,26837454.0
20,22,3,6,1,0,7.88,87.4,581,9.2,5345.2,35841900.0
10,19,0,12,1,0,7.91,87.5,507,8.7,4410.9,32767482.0
12,23,2,7,1,0,8.01,87.4,362,8.8,3185.6,23776524.0
23,22,3,3,12,0,8.22,87.6,726,8.7,6316.2,35841900.0
8,20,2,15,1,0,8.38,87.0,427,8.2,3501.4,25909280.0
14,23,2,10,1,0,8.43,86.8,432,8.8,3801.6,28127312.0
14,22,1,13,1,0,8.14,87.1,628,8.7,5463.6,35841900.0
7,22,3,7,1,0,8.37,87.2,313,7.7,2410.1,17645866.0
9,23,2,7,1,0,8.47,86.9,412,8.2,3378.4,24989472.0
13,23,1,17,12,0,8.19,87.0,677,7.9,5348.3,35841900.0
12,22,3,15,12,0,8.1,87.4,747,8.9,6648.3,35841900.0
21,23,2,19,1,0,7.93,87.7,757,7.8,5904.6,35841900.0
