Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill
15,22,2,6,1,0,7.59,81,543,9.3,5049.9
22,22,0,21,1,0,7.46,81.3,704,7.9,5561.6
11,23,2,3,1,0,6.991,82.5,513,7.8,4001.4
5,20,2,19,7,0,6.683,83.5,658,7.9,5198.2
13,22,3,10,1,0,6.447,84.1,552,8.9,4912.8
6,21,2,3,7,0,6.091,84.9,398,7.9,3144.2
22,22,1,16,1,0,5.88,85.9,532,8.8,4681.6
18,22,2,6,12,0,6.003,86.3,557,8.9,4957.3
9,19,3,17,1,0,5.904,86.7,476,7.6,3617.6
8,20,3,16,1,0,6.042,86.7,634,8.1,5135.4
22,23,3,19,1,0,5.976,86.8,733,7.9,5790.7
18,22,1,21,1,0,5.965,86.9,552,8.3,4581.6
22,22,1,10,12,0,6.025,87.1,697,8.2,5715.4
5,18,2,12,1,0,5.946,86.9,384,7.6,2918.4
16,23,2,15,1,0,5.795,86.9,684,8.4,5745.6
13,23,0,16,1,0,5.488,87.1,567,8.8,4989.6
20,23,3,4,12,0,5.352,87.1,585,7.9,4621.5
6,17,2,13,7,0,5.076,87.7,539,7.6,4096.4
12,22,0,16,1,0,5.291,88.3,563,9.3,5235.9
23,22,1,12,1,0,5.364,87.7,582,7.6,4423.2
14,23,1,17,12,0,5.393,87.8,553,8.5,4700.5
20,22,2,4,1,0,5.524,87.7,508,8.1,4114.8
5,20,3,11,1,0,5.576,87.4,547,8.1,4430.7
9,19,2,21,1,0,5.421,86.9,452,9.1,4113.2
6,23,2,18,1,0,5.336,86.7,534,8.2,4378.8
19,22,0,22,1,0,5.139,86.9,480,8.3,3984
7,23,0,16,1,0,5.01,87.2,590,9.1,5369
18,23,1,10,1,0,5.099,87.4,495,9.1,4504.5
9,23,0,11,1,0,4.917,87.5,557,7.9,4400.3
15,22,2,12,1,0,4.779,87.7,483,8.7,4202.1
23,22,3,14,1,0,4.873,87.8,697,9.3,6482.1
10,22,3,9,1,0,4.872,87.2,486,8.9,4325.4
10,17,0,18,7,0,5.009,86.9,561,8.4,4712.4
23,22,3,9,1,0,5.065,86.6,672,8.5,5712
10,23,2,9,1,0,5.218,86.3,501,7.9,3957.9
6,20,3,20,1,0,5.54,85.9,521,8.1,4220.1
10,18,0,5,1,0,5.738,84.7,227,7.9,1793.3
9,21,1,9,1,0,6,84.1,474,9.3,4408.2
9,17,1,15,1,0,6.271,83,319,8.5,2711.5
17,23,0,8,1,0,6.593,81.6,531,7.6,4035.6
13,23,2,17,1,0,6.933,81.2,532,8.2,4362.4
8,20,3,22,1,0,7.22,81.2,715,7.6,5434
17,23,1,14,1,0,7.54,81,567,8.2,4649.4
21,23,0,20,1,0,8.01,79.8,487,8.8,4285.6
7,18,2,21,1,0,8.57,79,350,8.9,3115
17,22,2,7,1,0,9.04,78.5,439,8.1,3555.9
23,22,3,14,1,0,9.6,77.3,567,8.8,4989.6
12,23,2,19,12,0,10.14,75.6,549,8.4,4611.6
17,22,2,7,1,0,10.8,73.5,525,8.7,4567.5
9,20,1,18,1,0,11.47,70.1,452,7.4,3344.8
20,23,0,6,1,0,12,67.75,564,8.9,5019.6
18,23,2,12,12,0,12.6,66.24,532,7.6,4043.2
9,18,3,13,1,0,13.19,65.44,341,8.9,3034.9
5,20,3,7,1,0,13.66,65.01,294,8.9,2616.6
9,17,0,16,1,0,13.92,63.81,398,7.7,3064.6
10,22,1,14,7,0,14.41,63.77,589,8.9,5242.1
16,22,2,7,1,0,14.86,61.6,482,8.4,4048.8
14,23,0,17,1,0,15.34,60.2,580,9.3,5394
18,22,2,22,1,0,16.13,58.43,715,8.9,6363.5
12,23,0,7,1,0,16.38,55.89,298,8.4,2503.2
11,22,3,20,1,0,17.05,55.46,541,8.3,4490.3
17,23,3,17,1,0,17.65,53.72,648,8.9,5767.2
9,22,0,8,1,0,17.55,50.78,493,7.9,3894.7
19,23,0,19,1,0,17.43,50.65,614,7.7,4727.8
14,23,0,15,1,0,17.4,53.26,417,8.9,3711.3
7,20,1,5,1,0,17.42,53.72,356,8.2,2919.2
14,22,1,5,1,0,17.49,56.59,451,8.8,3968.8
22,22,3,22,1,0,17.33,57.36,762,8.9,6781.8
7,22,2,10,1,0,17.23,59.17,361,7.9,2851.9
18,22,0,17,1,0,17.4,59.07,411,8.1,3329.1
22,23,1,14,1,0,17.38,59.6,631,8.7,5489.7
9,17,2,5,1,0,17.24,60.4,389,8.3,3228.7
8,19,3,22,1,0,17.07,61.2,607,8.7,5280.9
21,22,2,12,1,0,17.09,61.8,700,8.9,6230
9,18,2,10,7,0,17.3,61.47,444,8.4,3729.6
7,23,2,21,7,0,17.26,61.17,681,8.7,5924.7
9,23,0,9,1,0,17.36,61.04,525,8.4,4410
12,23,0,8,1,0,17.6,60.67,517,7.4,3825.8
8,17,0,4,1,0,17.57,59.83,306,8.7,2662.2
21,23,2,14,12,0,17.57,60.33,838,8.1,6787.8
5,17,2,7,7,0,17.24,61.83,456,7.8,3556.8
22,23,2,6,1,0,16.89,63.5,448,8.2,3673.6
5,23,1,10,1,0,16.35,66.23,389,8.4,3267.6
18,23,1,18,1,0,15.84,67.87,495,8.4,4158
21,23,1,11,1,0,15.44,69.54,619,9.1,5632.9
11,23,1,20,1,0,14.98,71.1,600,7.6,4560
15,23,1,15,1,0,14.57,72.3,589,8.7,5124.3
18,23,3,17,12,0,14.13,73.2,812,8.3,6739.6
20,23,2,18,1,0,13.22,75.6,544,8.9,4841.6
5,21,0,20,1,0,12.87,76.7,464,7.8,3619.2
21,23,2,16,1,0,12.43,77.4,497,8.7,4323.9
16,22,0,4,1,0,12.21,77.6,388,8.1,3142.8
18,22,3,12,1,0,12.06,78.1,431,8.5,3663.5
6,20,2,19,7,0,12.26,79.8,587,8.2,4813.4
23,23,2,4,12,0,13.39,79.2,639,8.2,5239.8
18,23,0,11,1,0,13.83,71.8,611,8.2,5010.2
22,22,3,18,12,0,13.83,67.63,789,7.8,6154.2
15,23,1,20,12,0,13.8,66.7,493,7.8,3845.4
13,23,2,10,1,0,13.72,66.66,508,7.9,4013.2
18,22,1,16,1,0,13.55,67.73,524,8.8,4611.2
16,23,3,20,1,0,13.44,68.2,533,8.9,4743.7
13,22,2,13,1,0,13.32,68.83,451,9.3,4194.3
22,23,0,14,12,0,13.1,69.16,579,7.8,4516.2
8,19,3,19,1,0,12.82,69.5,431,8.3,3577.3
11,23,3,4,1,0,12.49,70.5,443,9.2,4075.6
7,23,2,15,1,0,12.28,70.8,593,8.5,5040.5
20,23,3,13,12,0,12.09,71.3,734,8.1,5945.4
16,23,2,16,1,0,11.9,71.1,685,8.5,5822.5
9,22,2,16,7,0,11.36,72.2,493,8.9,4387.7
17,23,2,18,1,0,10.96,73.9,703,7.8,5483.4
20,23,2,6,1,0,10.58,75.5,650,8.2,5330
17,22,3,8,12,0,10.44,76.3,641,9.1,5833.1
22,22,2,18,1,0,10.59,76.3,735,8.1,5953.5
23,22,2,14,1,0,10.66,75.7,470,8.9,4183
21,23,3,12,1,0,10.57,75.9,511,7.4,3781.4
11,23,0,15,1,0,10.4,76.1,352,7.4,2604.8
21,22,3,18,1,0,10.27,75.9,512,9.3,4761.6
18,22,3,18,1,0,9.89,77.6,677,7.4,5009.8
7,18,3,18,7,0,9.64,77.9,663,8.5,5635.5
14,22,3,22,1,0,9.64,77.7,733,7.8,5717.4
14,23,1,16,1,0,9.46,78,599,8.8,5271.2
5,17,0,10,1,0,9,79.7,302,8.9,2687.8
20,22,0,15,1,0,8.81,80.4,441,9.2,4057.2
14,23,2,5,1,0,9.04,80.1,367,8.7,3192.9
22,23,3,3,12,0,9.21,78.5,739,7.4,5468.6
20,23,1,6,1,0,9.03,77.4,422,8.5,3587
6,23,2,18,1,0,8.9,77.8,365,8.5,3102.5
10,20,0,20,1,0,8.39,80.1,617,9.3,5738.1
13,22,3,8,1,0,8.45,80.1,569,8.5,4836.5
6,18,3,12,7,0,8.54,78.6,452,7.8,3525.6
16,23,2,7,1,0,8.26,79.9,373,8.5,3170.5
13,22,0,10,12,0,8.04,80.4,547,7.7,4211.9
8,20,3,5,1,0,7.85,81.7,487,8.3,4042.1
8,21,0,17,7,0,7.78,81.5,382,8.8,3361.6
13,22,2,21,1,0,7.76,80.9,546,8.4,4586.4
14,22,3,18,12,0,7.72,81.3,712,8.4,5980.8
16,22,0,21,12,0,7.9,80.9,589,8.7,5124.3
12,22,1,4,1,0,7.87,80,308,7.6,2340.8
5,20,3,13,1,0,7.73,80.4,488,7.6,3708.8
9,22,2,3,1,0,7.53,81.3,334,8.7,2905.8
11,23,1,6,1,0,7.52,81,572,9.2,5262.4
5,23,1,19,1,0,7.53,80.7,522,8.4,4384.8
7,20,2,20,1,0,7.68,79.2,456,7.8,3556.8
22,23,2,14,1,0,7.57,78.1,709,7.7,5459.3
22,23,2,20,1,0,7.44,77,677,9.1,6160.7
12,22,1,4,1,0,7.27,77.4,518,8.8,4558.4
22,23,1,13,1,0,7.16,78.4,487,9.3,4529.1
11,23,2,19,12,0,6.985,79.5,819,9.1,7452.9
14,23,1,7,1,0,6.902,79.6,545,7.6,4142
22,23,1,13,1,0,6.898,79.4,691,8.4,5804.4
7,21,1,10,1,0,6.982,77.8,477,8.1,3863.7
16,22,0,14,12,0,6.998,77.3,603,8.9,5366.7
23,23,3,16,1,0,7.31,76.7,589,8.3,4888.7
17,22,1,3,12,0,7.36,75.1,470,8.4,3948
14,23,3,5,1,0,7.03,76,563,7.8,4391.4
7,17,3,4,1,0,6.8,78,341,8.8,3000.8
10,20,3,21,7,0,6.922,76.7,634,8.7,5515.8
7,18,1,15,1,0,6.923,72.5,499,9.3,4640.7
10,22,3,8,1,0,7.05,71.9,352,8.8,3097.6
23,23,3,14,1,0,7.02,72.9,686,8.1,5556.6
6,20,1,15,1,0,7.1,73.4,306,8.4,2570.4
22,23,2,3,1,0,6.894,73.7,618,7.7,4758.6
22,23,2,20,1,0,6.438,79.3,673,8.2,5518.6
10,18,0,17,7,0,5.973,80.6,397,8.8,3493.6
15,23,2,21,1,0,5.967,79.9,591,8.2,4846.2
8,22,1,17,1,0,6.344,77,371,7.9,2930.9
17,22,3,3,1,0,6.165,78.9,455,8.7,3958.5
13,22,1,13,1,0,5.944,81.2,477,8.1,3863.7
6,21,3,16,1,0,5.915,81.8,653,7.9,5158.7
5,19,2,18,7,0,5.852,81.7,505,8.2,4141
16,23,2,9,1,0,6.054,81.1,640,8.7,5568
19,23,2,7,12,0,5.695,82.1,674,8.9,5998.6
5,22,2,15,1,0,5.731,83.2,481,8.4,4040.4
16,22,0,3,1,0,5.814,83.1,363,7.7,2795.1
9,19,1,4,7,0,5.33,81.5,369,7.7,2841.3
10,22,0,20,1,0,5.578,78.6,410,9.1,3731
5,17,0,21,7,0,6.087,75.2,503,8.1,4074.3
14,22,1,10,12,0,6.135,74.6,693,7.7,5336.1
10,18,0,7,1,0,5.959,75.5,274,9.1,2493.4
10,23,0,5,1,0,6.549,73.7,213,9.3,1980.9
10,17,1,6,1,0,6.844,71.2,404,8.1,3272.4
10,23,1,11,1,0,7.12,69.32,532,8.2,4362.4
15,23,0,4,1,0,7.5,66.81,382,8.8,3361.6
22,22,2,18,1,0,8.16,65.28,726,9.2,6679.2
22,23,2,13,1,0,8.7,62.64,727,8.7,6324.9
22,23,2,13,12,0,8.82,65.24,788,9.3,7328.4
23,22,0,6,12,0,9.13,64.67,589,8.7,5124.3
6,22,3,8,1,0,9.73,63.47,457,7.9,3610.3
16,22,3,12,1,0,10.31,63.71,610,8.2,5002
13,23,1,17,1,0,10.92,62.44,412,9.3,3831.6
23,23,3,18,1,0,11.58,59.17,608,9.3,5654.4
12,22,2,11,1,0,12.02,59,465,7.7,3580.5
9,20,2,5,1,0,12.61,60.1,344,8.7,2992.8
15,22,1,9,1,0,13.33,61.37,415,8.5,3527.5
5,22,3,13,1,0,14.15,62.6,546,9.1,4968.6
15,22,2,7,1,0,14.53,61.74,477,8.5,4054.5
19,23,0,15,12,0,14.93,59.53,642,7.8,5007.6
16,23,2,21,1,0,15.46,57.7,517,9.3,4808.1
19,22,2,3,1,0,15.9,57.5,489,8.2,4009.8
16,23,1,19,1,0,16.26,57.93,635,8.5,5397.5
22,23,2,8,1,0,16.33,59.37,517,7.9,4084.3
17,22,0,20,1,0,16.5,59.2,489,8.5,4156.5
16,22,2,11,1,0,16.7,59.2,625,9.2,5750
13,22,0,13,12,0,17.01,57.9,505,8.7,4393.5
10,17,1,20,7,0,17.14,57.23,404,7.7,3110.8
8,22,1,8,1,0,17.25,57.33,344,7.6,2614.4
20,22,1,14,1,0,17.3,57.3,645,7.4,4773
12,23,0,17,1,0,17.55,56.83,419,8.2,3435.8
9,23,3,12,1,0,17.64,55.89,536,8.8,4716.8
19,23,0,20,12,0,17.75,56.13,606,7.6,4605.6
9,22,2,16,1,0,17.9,55.43,586,7.7,4512.2
9,21,0,9,7,0,18.06,54.26,498,8.1,4033.8
21,22,0,8,12,0,18.2,53.29,596,7.8,4648.8
20,22,1,19,1,0,18.09,53.86,668,8.1,5410.8
20,23,2,20,12,0,18.4,53.52,884,8.8,7779.2
14,22,0,5,1,0,18.22,52.65,310,7.8,2418
16,22,1,21,12,0,18.34,52.42,816,8.9,7262.4
11,23,2,15,1,0,17.96,50.78,668,8.7,5811.6
23,23,2,4,12,0,17.33,51.38,677,7.9,5348.3
9,17,1,18,1,0,17.06,52.25,518,8.2,4247.6
8,21,3,11,1,0,17.09,52.32,391,9.3,3636.3
23,22,1,11,12,0,16.9,52.22,502,8.1,4066.2
8,20,2,13,1,0,16.85,52.78,364,7.9,2875.6
9,19,0,9,1,0,16.58,54.96,486,8.7,4228.2
16,22,3,10,1,0,16.29,56.19,580,8.5,4930
21,22,2,19,1,0,16.07,57.29,702,8.5,5967
23,23,3,9,1,0,15.9,58.32,537,8.4,4510.8
16,23,2,5,1,0,15.71,58.66,386,8.9,3435.4
10,23,2,3,1,0,15.62,59.16,474,7.8,3697.2
11,22,0,12,1,0,15.15,61.53,479,8.5,4071.5
20,23,3,4,1,0,14.47,62.46,523,9.3,4863.9
19,23,0,6,1,0,14.21,63.53,483,9.1,4395.3
14,22,0,4,1,0,13.91,64.66,273,9.3,2538.9
7,19,0,21,1,0,13.8,65.03,398,9.1,3621.8
7,17,1,13,1,0,13.44,65.56,286,9.2,2631.2
20,23,2,11,12,0,13.19,66.46,710,8.2,5822
20,22,2,18,1,0,12.81,67.96,602,9.2,5538.4
13,23,0,6,12,0,12.47,70.1,612,8.9,5446.8
9,18,1,14,1,0,12.51,70.4,447,8.1,3620.7
20,22,1,5,12,0,12.14,71.4,560,9.3,5208
21,23,0,22,1,0,11.95,72.4,534,7.7,4111.8
13,23,2,13,1,0,11.86,72.8,553,8.7,4811.1
16,23,1,12,1,0,11.51,73.6,466,9.3,4333.8
19,22,2,6,1,0,11.26,74.2,496,8.4,4166.4
10,23,3,14,1,0,10.98,76.2,494,8.9,4396.6
18,23,3,16,1,0,10.91,76.8,714,8.5,6069
5,18,3,3,1,0,10.68,78.5,309,7.7,2379.3
8,19,1,10,1,0,10.85,78.6,445,9.2,4094
20,22,1,22,12,0,11,79.7,690,8.7,6003
8,17,3,9,1,0,11.53,81.7,350,7.8,2730
11,22,3,6,12,0,12.17,80.6,561,9.3,5217.3
18,23,0,12,1,0,11.85,78.9,480,9.3,4464
11,23,2,21,1,0,11.28,79.9,669,8.4,5619.6
6,22,0,11,1,0,10.58,81.6,434,7.8,3385.2
20,23,2,11,12,0,10.47,83.1,721,8.8,6344.8
19,23,2,22,1,0,10.84,82.7,577,8.5,4904.5
19,22,2,22,12,0,10.79,80.7,732,7.7,5636.4
22,22,3,14,1,0,10.43,81.7,666,8.2,5461.2
15,22,1,10,12,0,10.08,82.9,562,7.9,4439.8
18,22,1,18,1,0,10,82.7,609,7.8,4750.2
11,22,3,9,12,0,9.81,83.2,676,8.3,5610.8
6,20,0,9,1,0,9.75,83.4,311,8.3,2581.3
21,23,3,8,1,0,9.46,83.6,467,7.9,3689.3
7,23,2,9,1,0,9.09,84.6,481,8.1,3896.1
11,22,3,3,1,0,9.11,84.8,409,8.8,3599.2
17,23,2,14,12,0,8.96,84.9,587,7.4,4343.8
20,23,2,6,1,0,8.91,85.6,451,8.3,3743.3
9,20,2,9,1,0,8.85,85.5,281,8.8,2472.8
8,21,0,9,1,0,8.86,85.6,317,7.7,2440.9
17,23,0,22,1,0,8.88,85.7,472,9.2,4342.4
9,18,3,16,1,0,8.78,85.5,551,9.2,5069.2
23,23,3,7,1,0,8.7,85.5,500,7.7,3850
15,22,0,18,1,0,8.57,85.8,439,8.5,3731.5
12,23,3,19,1,0,8.52,86.1,699,7.8,5452.2
21,22,3,12,1,0,8.39,86.7,623,8.4,5233.2
9,23,1,22,1,0,8.41,86.8,490,8.8,4312
8,21,0,13,1,0,8.46,87,495,7.4,3663
5,23,0,17,1,0,8.31,86.6,599,8.3,4971.7
9,22,0,21,1,0,8.13,86.7,418,8.7,3636.6
20,22,3,6,1,0,7.88,87.4,581,9.2,5345.2
10,19,0,12,1,0,7.91,87.5,507,8.7,4410.9
12,23,2,7,1,0,8.01,87.4,362,8.8,3185.6
23,22,3,3,12,0,8.22,87.6,726,8.7,6316.2
8,20,2,15,1,0,8.38,87,427,8.2,3501.4
14,23,2,10,1,0,8.43,86.8,432,8.8,3801.6
14,22,1,13,1,0,8.14,87.1,628,8.7,5463.6
7,22,3,7,1,0,8.37,87.2,313,7.7,2410.1
9,23,2,7,1,0,8.47,86.9,412,8.2,3378.4
13,23,1,17,12,0,8.19,87,677,7.9,5348.3
12,22,3,15,12,0,8.1,87.4,747,8.9,6648.3
21,23,2,19,1,0,7.93,87.7,757,7.8,5904.6
23,22,0,10,1,0,7.98,88.2,466,7.7,3588.2
12,22,1,15,1,0,8.07,88.1,517,8.8,4549.6
14,22,2,12,1,0,8.03,88.8,593,7.6,4506.8
5,23,2,20,1,0,8.01,88.9,575,7.8,4485
18,23,0,7,1,0,7.95,88.9,558,8.2,4575.6
9,18,1,22,1,0,8.09,88.8,572,8.2,4690.4
20,23,3,18,1,0,8.2,88.7,634,9.1,5769.4
7,19,0,15,1,0,8.32,88.6,442,7.9,3491.8
11,22,2,7,1,0,8.66,88.6,492,8.1,3985.2
5,17,0,17,1,0,8.83,87.7,458,9.1,4167.8
12,23,0,11,12,0,8.72,86.8,533,8.8,4690.4
9,23,1,17,1,0,8.61,87.1,640,9.2,5888
19,23,1,17,1,0,8.65,86.8,560,7.9,4424
10,22,2,21,7,0,8.81,86.7,734,7.9,5798.6
19,22,3,7,1,0,8.57,85.9,426,7.7,3280.2
9,20,1,22,1,0,8.7,86.5,656,8.9,5838.4
13,23,0,3,1,0,9.21,85.5,246,9.2,2263.2
21,23,2,8,1,0,9.46,83.9,521,8.9,4636.9
20,23,1,4,1,0,9.54,82.2,317,9.2,2916.4
20,22,0,22,1,0,9.51,81.3,473,8.2,3878.6
15,23,1,14,1,0,9.29,81.5,672,8.8,5913.6
18,22,1,19,1,0,9.23,81.5,546,8.3,4531.8
9,23,0,10,1,0,9.1,81.7,490,8.4,4116
23,22,1,4,1,0,9.04,81.9,461,7.9,3641.9
19,22,2,13,1,0,8.65,82.5,506,7.6,3845.6
17,23,2,6,1,0,8.62,83.6,490,9.3,4557
15,23,3,10,1,0,9.03,83.6,576,8.3,4780.8
15,22,1,3,12,0,9.33,82.4,501,7.8,3907.8
5,23,3,14,7,0,9.78,81.7,486,8.9,4325.4
11,23,0,8,1,0,9.88,80.2,444,7.8,3463.2
20,22,3,5,1,0,9.92,79,612,7.4,4528.8
11,23,1,22,1,0,10.14,78.7,636,9.1,5787.6
19,22,3,8,1,0,10.19,78.6,428,9.1,3894.8
8,18,3,14,1,0,10.5,77.4,400,9.3,3720
22,23,3,14,1,0,10.9,76.1,566,8.4,4754.4
6,19,2,8,7,0,11.12,74.5,349,8.7,3036.3
12,22,3,12,12,0,11.23,74,587,8.7,5106.9
14,23,0,15,1,0,11.47,73.5,435,7.8,3393
9,19,1,21,1,0,11.69,73,490,8.5,4165
10,20,2,3,1,0,11.79,73.1,362,7.9,2859.8
10,19,2,5,1,0,11.71,73.4,366,7.9,2891.4
8,23,0,22,1,0,11.83,73.3,405,8.7,3523.5
5,22,2,11,1,0,12.21,73.1,525,8.9,4672.5
8,19,1,12,1,0,12.69,71.7,365,8.5,3102.5
9,22,1,20,1,0,13.06,69.68,649,9.3,6035.7
9,18,3,3,7,0,13.42,68.25,353,9.2,3247.6
10,17,2,4,1,0,13.69,68.08,225,9.1,2047.5
7,23,3,7,1,0,14,67.88,564,7.9,4455.6
21,22,0,22,1,0,14.37,67.41,600,9.2,5520
19,22,3,13,1,0,14.7,66.08,706,7.8,5506.8
22,23,3,15,1,0,14.82,65.88,752,9.1,6843.2
13,22,0,19,1,0,14.79,66.31,588,9.3,5468.4
8,18,1,4,1,0,15.03,65.74,413,8.5,3510.5
21,23,3,4,1,0,15.22,65.98,436,7.7,3357.2
6,21,0,3,7,0,15.38,66.11,298,7.9,2354.2
23,22,0,18,12,0,15.48,65.38,673,7.7,5182.1
7,21,2,9,1,0,15.56,63.21,530,7.4,3922
17,22,3,3,1,0,15.52,62.27,429,7.7,3303.3
15,23,1,14,12,0,15.56,62.1,594,9.2,5464.8
17,22,0,16,12,0,15.63,61.97,569,7.6,4324.4
8,20,0,13,1,0,15.75,62.24,334,7.6,2538.4
21,23,3,12,1,0,15.77,62.07,490,8.9,4361
10,17,0,5,1,0,15.78,62.64,175,7.7,1347.5
19,23,1,6,1,0,15.77,63.21,607,8.3,5038.1
6,22,1,16,1,0,15.62,64.31,456,8.5,3876
14,22,2,20,1,0,15.51,65.34,657,8.4,5518.8
21,23,0,6,1,0,15.51,65.68,495,7.8,3861
9,19,3,15,1,0,15.45,66.81,493,8.7,4289.1
8,19,2,5,7,0,15.39,67.01,326,8.7,2836.2
8,19,2,7,7,0,15.39,66.84,494,8.2,4050.8
19,23,1,21,1,0,15.32,66.84,725,8.8,6380
6,18,0,12,7,0,15.32,67.01,491,8.7,4271.7
15,22,3,8,1,0,15.32,67.28,427,8.4,3586.8
6,23,1,12,7,0,15.28,67.48,649,7.9,5127.1
5,17,3,22,1,0,15.25,68.21,364,8.5,3094
18,22,3,14,1,0,15.19,68.68,635,7.4,4699
23,23,2,14,1,0,15.18,69.12,596,7.4,4410.4
20,23,2,20,1,0,15.1,69.62,537,8.1,4349.7
15,23,1,15,12,0,14.99,70.1,535,8.7,4654.5
5,22,1,13,1,0,14.91,70.3,314,8.5,2669
5,23,0,15,1,0,14.84,70.3,395,8.8,3476
17,23,3,3,1,0,14.72,72.1,513,8.8,4514.4
10,18,3,20,1,0,14.51,73.8,653,7.6,4962.8
17,22,1,18,1,0,14.31,74.7,463,9.1,4213.3
10,21,1,13,1,0,14.17,75.3,479,7.8,3736.2
23,23,2,12,1,0,13.99,76.2,579,8.9,5153.1
20,23,1,9,1,0,13.87,76.4,386,8.1,3126.6
7,20,3,16,1,0,13.95,75.9,578,8.1,4681.8
18,22,0,7,1,0,13.97,74.4,488,8.1,3952.8
6,19,3,17,1,0,13.85,74,604,8.9,5375.6
9,23,0,3,1,0,13.58,74.8,228,8.1,1846.8
11,23,0,7,1,0,13.34,76,394,8.4,3309.6
19,22,2,16,1,0,13.28,76,541,7.8,4219.8
18,22,2,18,1,0,13.32,75.6,543,9.1,4941.3
7,17,0,12,1,0,13.41,75,389,8.9,3462.1
11,22,1,12,1,0,13.42,73.5,338,7.8,2636.4
11,23,0,20,1,0,13.34,74.6,497,8.5,4224.5
23,22,0,14,1,0,13.01,75.9,571,9.1,5196.1
10,22,2,9,1,0,12.71,76.7,455,8.9,4049.5
23,22,3,20,1,0,12.5,77.7,629,8.9,5598.1
21,22,2,15,1,0,12.53,78,460,9.3,4278
15,22,3,14,12,0,12.61,77.3,805,7.9,6359.5
7,21,3,8,1,0,12.59,76.6,541,7.7,4165.7
17,22,2,5,1,0,12.48,77.2,413,7.4,3056.2
8,21,2,19,1,0,12.41,77.8,573,8.3,4755.9
23,23,0,3,1,0,12.49,77.6,552,7.9,4360.8
10,22,0,17,1,0,12.45,77.5,465,7.9,3673.5
15,23,1,17,1,0,12.53,77.5,537,8.9,4779.3
18,22,3,7,1,0,12.55,77.5,560,8.5,4760
22,22,3,3,1,0,12.35,78.1,392,8.9,3488.8
16,22,2,3,1,0,12.42,78,337,9.3,3134.1
7,18,1,13,1,0,12.32,78,477,8.7,4149.9
9,19,2,20,1,0,12.28,78.1,488,8.4,4099.2
11,22,0,13,1,0,12.39,77,490,7.9,3871
18,22,1,5,12,0,12.37,76.4,626,8.8,5508.8
15,22,0,7,1,0,12.57,74.9,453,7.9,3578.7
13,22,0,21,12,0,12.55,73.8,503,9.2,4627.6
15,23,3,15,1,0,12.64,72.8,514,7.6,3906.4
20,22,2,3,12,0,12.48,74.8,480,7.7,3696
11,22,3,16,12,0,12.29,75.1,638,8.9,5678.2
5,19,0,13,1,0,12.16,76.2,257,7.6,1953.2
22,23,3,21,1,0,12.1,76.4,676,8.2,5543.2
13,23,2,8,1,0,12.14,76.3,633,8.7,5507.1
12,23,0,9,1,0,12.11,76.1,350,8.2,2870
22,22,2,18,1,0,11.95,77,656,7.7,5051.2
15,23,3,8,12,0,11.87,77.1,554,8.9,4930.6
23,22,1,11,1,0,11.79,77.1,675,8.3,5602.5
21,23,3,21,12,0,11.52,78.3,690,8.5,5865
19,22,3,19,1,0,11.4,78.8,733,9.1,6670.3
7,21,0,6,1,0,11.35,79,438,9.1,3985.8
14,23,2,16,1,0,11.32,78.9,709,8.7,6168.3
18,23,3,17,1,0,11.11,79.8,650,7.4,4810
19,23,0,7,1,0,10.8,80.6,350,8.1,2835
5,19,0,9,1,0,10.39,82.2,201,8.7,1748.7
16,22,0,15,1,0,10.28,82.7,628,9.1,5714.8
15,23,1,7,1,0,10.4,82.6,460,8.1,3726
11,23,3,21,1,0,10.71,82,573,9.1,5214.3
15,22,0,6,1,0,10.76,80.6,526,7.9,4155.4
17,22,1,17,1,0,10.68,80.5,529,9.1,4813.9
6,22,0,9,1,0,10.58,80.5,437,8.3,3627.1
5,19,1,9,7,0,10.23,81.8,516,8.5,4386
20,23,3,10,1,0,9.9,82.8,675,9.1,6142.5
5,23,1,5,1,0,9.77,83.3,360,7.4,2664
20,22,1,17,1,0,9.56,83.9,575,7.7,4427.5
5,22,3,13,1,0,9.37,84.6,409,7.9,3231.1
5,18,0,11,1,0,9.43,84.7,187,8.8,1645.6
16,23,2,16,12,0,9.47,84.4,597,8.9,5313.3
10,19,0,22,1,0,9.52,84,383,8.2,3140.6
12,23,3,9,1,0,9.4,84.2,389,8.7,3384.3
12,22,3,5,1,0,9.48,83.9,370,8.3,3071
17,22,3,5,12,0,9.46,83.9,735,7.7,5659.5
14,22,3,6,1,0,9.35,83.9,560,9.3,5208
23,22,3,22,1,0,9.25,83.6,811,9.1,7380.1
22,23,2,15,1,0,9.03,83.9,695,9.2,6394
8,20,3,14,7,0,9.06,83.8,499,7.6,3792.4
9,23,3,15,7,0,8.9,84,529,8.3,4390.7
19,22,0,7,12,0,8.61,84.6,636,7.6,4833.6
23,23,2,18,1,0,8.63,84.7,665,8.4,5586
19,23,3,16,12,0,8.6,84.3,646,8.4,5426.4
23,23,0,21,1,0,8.46,84.8,537,8.9,4779.3
16,22,0,4,1,0,8.38,85.2,470,7.7,3619
17,22,3,19,1,0,8.36,85.6,732,9.3,6807.6
14,23,2,9,12,0,8.51,85.8,750,9.2,6900
13,23,0,17,1,0,8.49,85.4,528,8.2,4329.6
20,23,3,17,1,0,8.41,84.9,568,9.1,5168.8
